City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
205,kolokani,13.5728,-8.0339,35.99000000000001,24,100,6.25,ML,1683563459
206,tarauaca,-8.1614,-70.7656,25.05000000000001,96,89,1.55,BR,1683563459
207,burang,30.25,81.1667,-1.5600000000000023,90,100,3.02,CN,1683563460
208,alofi,-19.0595,-169.9187,20.939999999999998,100,40,0.51,NU,1683563460
209,chegdomyn,51.1167,133.0167,6.53000000000003,78,100,0.78,RU,1683563460
210,san-pedro,4.7485,-6.6363,29.28000000000003,69,72,3.51,CI,1683563461
211,amga,60.8953,131.9608,-5.5,83,99,1.58,RU,1683563462
212,sinop,41.7711,34.8709,8.240000000000009,98,96,1.28,TR,1683563462
213,gibsons,49.3997,-123.5027,14.860000000000014,75,84,1.94,CA,1683563386
214,hermanus,-34.4187,19.2345,17.670000000000016,88,100,1.6,ZA,1683563463
215,borogontsy,62.6683,131.1683,-6.060000000000002,61,7,2.89,RU,1683563464
216,tralee,52.2704,-9.7026,16.140000000000043,82,20,6.17,IE,1683563465
217,afaahiti,-17.75,-149.2833,23.930000000000007,76,98,2.15,PF,1683563465
218,fortuna,40.5982,-124.1573,10.550000000000011,93,100,2.68,US,1683563465
219,sinjai,-5.1241,120.253,24.560000000000002,97,100,1.75,ID,1683563466
220,loiza,18.4313,-65.8802,33.129999999999995,62,40,10.29,PR,1683563467
221,flying fish cove,-10.4217,105.6791,26.82000000000005,89,40,3.6,CX,1683563467
222,sesheke,-17.4759,24.2968,22.200000000000045,29,0,0.63,ZM,1683563467
223,faya-largeau,17.9257,19.1043,34.620000000000005,10,32,5.13,TD,1683563468
224,linda,39.1277,-121.5508,14.060000000000002,71,100,7.2,US,1683563381
225,coquimbo,-29.9533,-71.3436,12.850000000000023,94,100,3.6,CL,1683563470
226,kerikeri,-35.2268,173.9474,19.390000000000043,95,100,3.13,NZ,1683563471
227,lagoa vermelha,-28.2086,-51.5258,18.120000000000005,80,100,3.6,BR,1683563472
228,sharkan,57.2989,53.8712,2.670000000000016,67,74,2.49,RU,1683563472
229,bol'sherech'ye,56.0925,74.6272,11.020000000000039,33,100,3.48,RU,1683563472
230,pelabuhanratu,-6.9875,106.5514,25.970000000000027,89,75,0.65,ID,1683563473
231,laojunmiao,39.8333,97.7333,5.800000000000011,49,100,1.27,CN,1683563473
232,denia,38.8408,0.1057,27.02000000000004,65,82,4.02,ES,1683563345
233,queenstown,-31.8976,26.8753,14.82000000000005,67,35,1.44,ZA,1683563474
234,la sarre,48.8002,-79.1996,11.060000000000002,32,3,4.0,CA,1683563474
235,dareda,-4.2167,35.55,16.390000000000043,88,79,0.88,TZ,1683563475
